ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncmp (LI-PaRAD)|71|10.401|26.402|26.41|20.859|36.687|3.839|1.842
strncmp (Arm OR 23.01)|71|27.954|32.025|36.026|32.057|1.886|2.063|0.04
strncmp (GNU libc 2.39)|71|12.011|28.174|28.525|24.401|28.082|3.076|1.318
strncmp (LI-PaRAD)|72|10.398|26.402|42.405|20.859|38.259|3.923|1.89
strncmp (Arm OR 23.01)|72|16.597|32.661|48.823|33.3|13.498|2.052|0.325
strncmp (GNU libc 2.39)|72|12.068|28.16|28.525|24.407|27.952|3.114|1.325
strncmp (LI-PaRAD)|73|10.273|26.402|26.549|20.709|37.21|3.985|1.906
strncmp (Arm OR 23.01)|73|31.819|32.087|48.076|32.249|4.957|2.112|0.071
strncmp (GNU libc 2.39)|73|12.727|28.775|28.819|25.451|25.65|2.978|1.207
strncmp (LI-PaRAD)|74|10.399|26.403|26.411|20.701|37.208|4.041|1.933
strncmp (Arm OR 23.01)|74|28.643|32.667|48.708|33.417|10.527|2.078|0.155
strncmp (GNU libc 2.39)|74|12.755|28.777|28.817|25.612|25.032|2.989|1.202
strncmp (LI-PaRAD)|75|10.272|26.402|26.553|20.825|36.644|4.058|1.941
strncmp (Arm OR 23.01)|75|15.792|32.044|48.199|32.123|11.522|2.21|0.346
strncmp (GNU libc 2.39)|75|12.748|28.773|28.853|25.453|25.643|3.059|1.24
strncmp (LI-PaRAD)|76|10.4|26.402|26.428|20.859|36.689|4.11|1.972
strncmp (Arm OR 23.01)|76|28.645|32.666|48.663|33.258|9.509|2.142|0.143
strncmp (GNU libc 2.39)|76|12.757|28.78|28.827|25.613|25.035|3.069|1.234
strncmp (LI-PaRAD)|77|10.27|26.402|26.551|20.875|36.682|4.16|1.996
strncmp (Arm OR 23.01)|77|23.921|32.111|48.48|32.172|5.86|2.235|0.113
strncmp (GNU libc 2.39)|77|12.723|28.775|28.835|25.61|25.03|3.11|1.25
strncmp (LI-PaRAD)|78|10.399|26.402|26.409|20.819|36.669|4.223|2.021
strncmp (Arm OR 23.01)|78|16.667|32.66|48.672|33.296|11.591|2.209|0.268
strncmp (GNU libc 2.39)|78|12.751|28.776|28.815|25.452|25.641|3.181|1.289
strncmp (LI-PaRAD)|79|10.399|26.402|26.552|20.833|36.649|4.273|2.044
strncmp (Arm OR 23.01)|79|23.987|32.062|48.234|32.165|5.634|2.293|0.11
strncmp (GNU libc 2.39)|79|12.747|28.774|40.805|25.609|25.888|3.201|1.292
strncmp (LI-PaRAD)|80|10.4|26.402|26.442|20.859|36.689|4.326|2.076
strncmp (Arm OR 23.01)|80|32.565|32.672|48.753|33.46|10.434|2.244|0.164
strncmp (GNU libc 2.39)|80|12.753|28.774|28.828|25.452|25.643|3.263|1.323
strncmp (LI-PaRAD)|81|10.4|26.402|26.607|20.807|36.614|4.382|2.09
strncmp (Arm OR 23.01)|81|31.824|32.074|32.635|32.084|0.518|2.351|0.012
strncmp (GNU libc 2.39)|81|13.884|29.894|29.921|27.678|20.076|2.926|1.009
strncmp (LI-PaRAD)|82|10.4|26.402|26.412|20.7|37.209|4.478|2.142
strncmp (Arm OR 23.01)|82|24.646|32.667|48.728|33.378|11.157|2.309|0.197
strncmp (GNU libc 2.39)|82|13.884|29.899|29.93|27.802|19.37|2.936|0.989
strncmp (LI-PaRAD)|83|10.282|26.403|26.545|20.795|36.728|4.496|2.145
strncmp (Arm OR 23.01)|83|28.074|32.074|48.332|32.353|7.152|2.398|0.119
strncmp (GNU libc 2.39)|83|13.897|29.926|29.983|27.871|19.316|2.964|0.998
strncmp (LI-PaRAD)|84|10.4|26.402|26.41|20.859|36.687|4.542|2.18
strncmp (Arm OR 23.01)|84|28.715|32.648|48.817|33.216|9.656|2.371|0.163
strncmp (GNU libc 2.39)|84|13.904|29.924|29.977|27.709|20.055|3.03|1.043
strncmp (LI-PaRAD)|85|10.315|26.402|26.546|20.882|36.634|4.588|2.198
strncmp (Arm OR 23.01)|85|24.13|32.024|48.279|32.148|5.636|2.469|0.117
strncmp (GNU libc 2.39)|85|13.905|29.926|30.011|27.873|19.318|3.036|1.022
strncmp (LI-PaRAD)|86|10.4|26.402|26.411|20.859|36.689|4.651|2.232
strncmp (Arm OR 23.01)|86|28.611|32.662|48.7|33.259|9.52|2.423|0.162
strncmp (GNU libc 2.39)|86|13.906|29.924|29.978|27.869|19.322|3.072|1.035
strncmp (LI-PaRAD)|87|10.387|26.402|30.419|20.762|37.279|4.739|2.268
strncmp (Arm OR 23.01)|87|15.907|32.093|48.397|32.229|8.825|2.536|0.286
strncmp (GNU libc 2.39)|87|13.907|29.929|29.985|27.713|20.053|3.138|1.08
strncmp (LI-PaRAD)|88|10.479|26.587|26.98|21.291|35.691|4.622|2.187
strncmp (Arm OR 23.01)|88|31.904|32.364|48.69|32.838|8.401|2.508|0.144
strncmp (GNU libc 2.39)|88|13.934|29.99|30.059|28.085|18.522|3.105|1.016
strncmp (LI-PaRAD)|89|10.355|26.402|26.522|20.702|37.213|4.86|2.325
strncmp (Arm OR 23.01)|89|32.73|32.86|48.915|33.801|11.238|2.474|0.196
strncmp (GNU libc 2.39)|89|15.038|31.078|31.175|30.13|12.631|2.835|0.674
strncmp (LI-PaRAD)|90|10.477|26.547|26.983|21.234|35.696|4.738|2.238
strncmp (Arm OR 23.01)|90|31.797|32.377|48.609|32.818|8.337|2.566|0.147
strncmp (GNU libc 2.39)|90|15.144|31.163|31.242|30.218|12.587|2.858|0.675
strncmp (LI-PaRAD)|91|10.399|26.402|26.562|20.864|36.686|4.92|2.361
strncmp (Arm OR 23.01)|91|32.712|32.858|48.955|33.678|10.411|2.536|0.186
strncmp (GNU libc 2.39)|91|15.073|31.08|31.167|30.136|12.596|2.898|0.685
strncmp (LI-PaRAD)|92|10.403|26.581|26.93|21.264|35.773|4.844|2.299
strncmp (Arm OR 23.01)|92|32.034|32.404|48.69|32.712|6.99|2.628|0.125
strncmp (GNU libc 2.39)|92|15.151|31.17|43.176|30.339|13.232|2.914|0.695
strncmp (LI-PaRAD)|93|10.324|26.4|26.517|20.852|36.694|5.031|2.415
strncmp (Arm OR 23.01)|93|32.678|32.857|48.847|33.793|11.213|2.586|0.205
strncmp (GNU libc 2.39)|93|15.054|31.078|31.152|30.091|12.673|2.966|0.703
strncmp (LI-PaRAD)|94|10.401|26.541|26.973|21.21|35.698|4.948|2.324
strncmp (Arm OR 23.01)|94|28.306|32.349|48.517|32.617|7.019|2.693|0.133
strncmp (GNU libc 2.39)|94|15.13|31.17|31.222|30.376|11.489|2.956|0.647
strncmp (LI-PaRAD)|95|10.4|26.402|26.407|20.862|36.653|5.134|2.461
strncmp (Arm OR 23.01)|95|28.901|32.857|48.955|33.765|11.37|2.644|0.214
strncmp (GNU libc 2.39)|95|15.043|31.085|47.163|30.142|15.945|3.054|0.79
strncmp (LI-PaRAD)|96|10.401|26.553|26.983|21.276|35.744|5.049|2.394
strncmp (Arm OR 23.01)|96|32.036|32.377|48.652|32.86|8.378|2.734|0.157
strncmp (GNU libc 2.39)|96|15.15|31.17|31.237|30.378|11.488|3.018|0.66
strncmp (LI-PaRAD)|97|13.898|29.985|45.978|28.088|20.211|3.446|1.17
strncmp (Arm OR 23.01)|97|21.696|37.7|53.734|43.178|18.558|2.163|0.4
strncmp (GNU libc 2.39)|97|32.033|32.223|48.3|32.39|4.939|2.794|0.093
strncmp (LI-PaRAD)|98|13.866|29.87|29.901|27.772|19.389|3.514|1.185
strncmp (Arm OR 23.01)|98|29.194|37.192|53.211|42.339|18.044|2.22|0.359
strncmp (GNU libc 2.39)|98|32.288|32.31|48.343|32.626|6.876|2.806|0.131
strncmp (LI-PaRAD)|99|13.951|29.984|30.06|27.931|19.282|3.527|1.184
strncmp (Arm OR 23.01)|99|37.598|37.689|53.742|43.373|17.767|2.188|0.351
