ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strnlen (LI-PaRAD)|79|6.084|6.087|6.095|6.087|0.029|12.088|0.004
strnlen (GNU libc 2.39)|79|4.597|4.6|4.605|4.6|0.043|15.995|0.007
strnlen (Arm OR 23.01)|79|10.711|10.785|10.791|10.78|0.148|6.825|0.01
strnlen (LI-PaRAD)|80|6.085|6.087|6.096|6.087|0.026|12.24|0.003
strnlen (GNU libc 2.39)|80|4.593|4.595|4.599|4.596|0.034|16.212|0.006
strnlen (Arm OR 23.01)|80|10.711|10.783|10.794|10.769|0.225|6.919|0.016
strnlen (LI-PaRAD)|81|6.085|6.087|6.093|6.087|0.028|12.393|0.003
strnlen (GNU libc 2.39)|81|5.208|5.218|5.227|5.218|0.054|14.457|0.008
strnlen (Arm OR 23.01)|81|10.715|10.784|10.795|10.772|0.202|7.003|0.014
strnlen (LI-PaRAD)|82|6.084|6.087|6.112|6.087|0.047|12.546|0.006
strnlen (GNU libc 2.39)|82|5.214|5.218|5.224|5.218|0.041|14.637|0.006
strnlen (Arm OR 23.01)|82|10.715|10.784|10.793|10.77|0.217|7.091|0.015
strnlen (LI-PaRAD)|83|6.085|6.087|6.091|6.087|0.021|12.7|0.003
strnlen (GNU libc 2.39)|83|5.204|5.217|5.235|5.217|0.06|14.816|0.009
strnlen (Arm OR 23.01)|83|10.709|10.785|10.794|10.773|0.2|7.175|0.014
strnlen (LI-PaRAD)|84|6.085|6.087|6.091|6.087|0.022|12.853|0.003
strnlen (GNU libc 2.39)|84|5.211|5.218|5.235|5.218|0.052|14.993|0.008
strnlen (Arm OR 23.01)|84|10.716|10.784|10.79|10.774|0.18|7.261|0.013
strnlen (LI-PaRAD)|85|6.085|6.088|6.095|6.087|0.028|13.005|0.004
strnlen (GNU libc 2.39)|85|5.214|5.218|5.227|5.218|0.044|15.171|0.007
strnlen (Arm OR 23.01)|85|10.714|10.785|10.79|10.778|0.161|7.345|0.012
strnlen (LI-PaRAD)|86|6.084|6.087|6.09|6.087|0.021|13.159|0.003
strnlen (GNU libc 2.39)|86|5.206|5.218|5.221|5.218|0.043|15.351|0.007
strnlen (Arm OR 23.01)|86|10.708|10.785|10.791|10.779|0.168|7.431|0.013
strnlen (LI-PaRAD)|87|6.085|6.087|6.094|6.087|0.028|13.311|0.004
strnlen (GNU libc 2.39)|87|5.213|5.218|5.236|5.218|0.052|15.528|0.008
strnlen (Arm OR 23.01)|87|10.711|10.785|10.816|10.779|0.17|7.517|0.013
strnlen (LI-PaRAD)|88|6.085|6.087|6.092|6.087|0.026|13.464|0.004
strnlen (GNU libc 2.39)|88|5.207|5.218|5.228|5.218|0.053|15.708|0.008
strnlen (Arm OR 23.01)|88|10.664|10.784|10.793|10.767|0.253|7.612|0.019
strnlen (LI-PaRAD)|89|6.085|6.087|6.12|6.087|0.058|13.617|0.008
strnlen (GNU libc 2.39)|89|5.204|5.218|5.223|5.218|0.047|15.886|0.008
strnlen (Arm OR 23.01)|89|10.71|10.785|10.797|10.779|0.17|7.689|0.013
strnlen (LI-PaRAD)|90|6.085|6.087|6.091|6.087|0.022|13.771|0.003
strnlen (GNU libc 2.39)|90|5.206|5.218|5.226|5.218|0.046|16.064|0.007
strnlen (Arm OR 23.01)|90|10.727|10.785|10.794|10.782|0.121|7.774|0.009
strnlen (LI-PaRAD)|91|6.084|6.087|6.09|6.087|0.024|13.923|0.003
strnlen (GNU libc 2.39)|91|5.206|5.217|5.223|5.217|0.064|16.245|0.01
strnlen (Arm OR 23.01)|91|10.707|10.786|10.791|10.783|0.13|7.86|0.01
strnlen (LI-PaRAD)|92|6.085|6.087|6.094|6.087|0.026|14.076|0.004
strnlen (GNU libc 2.39)|92|5.202|5.218|5.221|5.217|0.051|16.423|0.008
strnlen (Arm OR 23.01)|92|10.706|10.786|10.812|10.783|0.159|7.946|0.013
strnlen (LI-PaRAD)|93|6.084|6.087|6.092|6.087|0.025|14.229|0.004
strnlen (GNU libc 2.39)|93|5.209|5.218|5.255|5.218|0.084|16.598|0.014
strnlen (Arm OR 23.01)|93|10.751|10.786|10.791|10.786|0.037|8.03|0.003
strnlen (LI-PaRAD)|94|6.085|6.087|6.094|6.087|0.025|14.383|0.004
strnlen (GNU libc 2.39)|94|5.204|5.218|5.224|5.218|0.049|16.778|0.008
strnlen (Arm OR 23.01)|94|10.783|10.786|10.791|10.786|0.02|8.116|0.002
strnlen (LI-PaRAD)|95|6.085|6.087|6.097|6.087|0.03|14.535|0.004
strnlen (GNU libc 2.39)|95|5.206|5.217|5.221|5.217|0.046|16.959|0.008
strnlen (Arm OR 23.01)|95|10.707|10.784|10.79|10.768|0.227|8.216|0.019
strnlen (LI-PaRAD)|96|5.871|5.955|5.973|5.95|0.404|15.027|0.061
strnlen (GNU libc 2.39)|96|5.204|5.217|5.225|5.217|0.064|17.137|0.011
strnlen (Arm OR 23.01)|96|11.549|11.555|11.562|11.555|0.021|7.738|0.002
strnlen (LI-PaRAD)|97|7.316|7.411|7.449|7.407|0.383|12.197|0.047
strnlen (GNU libc 2.39)|97|5.629|5.71|5.751|5.714|0.456|15.81|0.072
strnlen (Arm OR 23.01)|97|14.249|14.253|14.259|14.253|0.013|6.338|0.001
strnlen (LI-PaRAD)|98|7.366|7.409|7.449|7.408|0.321|12.32|0.04
strnlen (GNU libc 2.39)|98|5.649|5.71|5.75|5.713|0.489|15.977|0.078
strnlen (Arm OR 23.01)|98|14.248|14.253|14.261|14.253|0.015|6.404|0.001
strnlen (LI-PaRAD)|99|7.444|7.448|7.456|7.448|0.024|12.379|0.003
strnlen (GNU libc 2.39)|99|5.631|5.706|5.748|5.709|0.47|16.15|0.076
