ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncpy (Arm OR 23.01)|50|6.579|6.594|22.603|13.245|59.853|4.985|2.479
strncpy (GNU libc 2.39)|50|6.572|6.589|22.595|13.079|60.384|5.039|2.474
strncpy (LI-PaRAD)|51|4.383|4.416|20.435|8.844|81.371|8.432|3.799
strncpy (Arm OR 23.01)|51|6.58|6.597|26.589|13.127|60.611|5.131|2.523
strncpy (GNU libc 2.39)|51|6.574|6.588|22.609|13.238|59.89|5.09|2.533
strncpy (LI-PaRAD)|52|4.383|4.415|20.431|8.845|81.378|8.596|3.874
strncpy (Arm OR 23.01)|52|6.295|6.314|22.322|12.648|62.186|5.495|2.705
strncpy (GNU libc 2.39)|52|6.285|6.308|22.325|12.642|62.217|5.499|2.709
strncpy (LI-PaRAD)|53|4.384|4.416|20.427|8.686|81.908|8.848|3.903
strncpy (Arm OR 23.01)|53|6.58|6.595|22.604|13.126|60.005|5.309|2.611
strncpy (GNU libc 2.39)|53|6.576|6.591|22.602|13.083|60.371|5.339|2.62
strncpy (LI-PaRAD)|54|4.386|4.416|20.445|8.804|81.136|8.934|4.014
strncpy (Arm OR 23.01)|54|6.581|6.596|22.609|13.246|59.857|5.384|2.678
strncpy (GNU libc 2.39)|54|6.573|6.588|22.597|13.237|59.885|5.389|2.682
strncpy (LI-PaRAD)|55|4.387|4.417|20.432|8.845|81.359|9.09|4.096
strncpy (Arm OR 23.01)|55|6.583|6.595|22.605|13.245|59.854|5.484|2.727
strncpy (GNU libc 2.39)|55|6.574|6.587|23.022|13.242|59.912|5.489|2.732
strncpy (LI-PaRAD)|56|4.388|4.413|20.431|8.805|81.138|9.264|4.162
strncpy (Arm OR 23.01)|56|6.294|6.313|22.322|12.646|61.709|5.892|2.9
strncpy (GNU libc 2.39)|56|6.29|6.305|22.317|12.64|62.23|5.924|2.918
strncpy (LI-PaRAD)|57|4.381|4.416|20.45|8.843|81.395|9.427|4.248
strncpy (Arm OR 23.01)|57|6.579|6.593|22.599|13.123|59.699|5.703|2.81
strncpy (GNU libc 2.39)|57|6.575|6.591|22.601|13.082|59.915|5.718|2.805
strncpy (LI-PaRAD)|58|4.382|4.418|20.449|8.885|80.841|9.529|4.322
strncpy (Arm OR 23.01)|58|6.58|6.591|22.624|13.084|60.371|5.842|2.867
strncpy (GNU libc 2.39)|58|6.577|6.59|22.602|13.2|59.772|5.792|2.873
strncpy (LI-PaRAD)|59|4.384|4.416|20.447|8.844|81.399|9.757|4.397
strncpy (Arm OR 23.01)|59|6.578|6.592|22.608|13.202|59.763|5.89|2.922
strncpy (GNU libc 2.39)|59|6.577|6.59|22.597|13.2|59.772|5.891|2.923
strncpy (LI-PaRAD)|60|4.381|4.41|32.391|8.842|83.648|9.955|4.446
