        ROUTINE IMPLEMENTATION |  BUF SIZE B |      RT MIN ns |      RT MED ns |      RT MAX ns |      RT AVG ns |     RT STDEV % |   BW AVG GiB/s | BW STDEV GiB/s
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          48 |          7.701 |          7.705 |          7.730 |          7.705 |          0.039 |          5.802 |          0.002
          strcpy GNU libc 2.39 |          48 |          4.005 |          4.021 |          4.028 |          4.020 |          0.108 |         11.120 |          0.012
       strcpy LI-PaRAD/EMOPASS |          48 |          2.872 |          2.882 |          2.892 |          2.881 |          0.098 |         15.516 |          0.015
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          49 |          7.700 |          7.705 |          7.709 |          7.705 |          0.020 |          5.923 |          0.001
          strcpy GNU libc 2.39 |          49 |          4.007 |          4.024 |          4.044 |          4.024 |          0.110 |         11.342 |          0.013
       strcpy LI-PaRAD/EMOPASS |          49 |          2.874 |          2.882 |          2.888 |          2.881 |          0.085 |         15.838 |          0.013
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          50 |          7.700 |          7.705 |          7.719 |          7.705 |          0.027 |          6.044 |          0.002
          strcpy GNU libc 2.39 |          50 |          3.980 |          4.002 |          4.027 |          4.002 |          0.136 |         11.637 |          0.016
       strcpy LI-PaRAD/EMOPASS |          50 |          2.871 |          2.878 |          2.884 |          2.878 |          0.092 |         16.181 |          0.015
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          51 |          7.700 |          7.705 |          7.708 |          7.704 |          0.017 |          6.165 |          0.001
          strcpy GNU libc 2.39 |          51 |          3.966 |          3.988 |          3.992 |          3.986 |          0.119 |         11.916 |          0.014
       strcpy LI-PaRAD/EMOPASS |          51 |          2.870 |          2.884 |          2.908 |          2.883 |          0.130 |         16.473 |          0.021
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          52 |          7.700 |          7.705 |          7.708 |          7.704 |          0.020 |          6.286 |          0.001
          strcpy GNU libc 2.39 |          52 |          4.002 |          4.022 |          4.029 |          4.021 |          0.099 |         12.044 |          0.012
       strcpy LI-PaRAD/EMOPASS |          52 |          2.873 |          2.881 |          2.884 |          2.880 |          0.080 |         16.815 |          0.013
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          53 |          7.700 |          7.705 |          7.708 |          7.705 |          0.021 |          6.406 |          0.001
          strcpy GNU libc 2.39 |          53 |          4.010 |          4.022 |          4.041 |          4.021 |          0.119 |         12.275 |          0.015
       strcpy LI-PaRAD/EMOPASS |          53 |          2.874 |          2.882 |          2.889 |          2.881 |          0.101 |         17.130 |          0.017
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          54 |          7.700 |          7.705 |          7.707 |          7.704 |          0.017 |          6.528 |          0.001
          strcpy GNU libc 2.39 |          54 |          3.993 |          4.011 |          4.018 |          4.010 |          0.125 |         12.542 |          0.016
       strcpy LI-PaRAD/EMOPASS |          54 |          2.877 |          2.884 |          2.907 |          2.884 |          0.142 |         17.440 |          0.025
