ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncmp (Arm OR 23.01)|52|6.97|7.073|7.297|7.075|0.88|6.845|0.06
strncmp (LI-PaRAD)|53|4.788|4.9|4.945|4.897|0.365|10.079|0.037
strncmp (GNU libc 2.34)|53|5.933|5.936|6.006|5.937|0.152|8.313|0.012
strncmp (Arm OR 23.01)|53|6.968|7.081|7.697|7.101|1.546|6.953|0.103
strncmp (LI-PaRAD)|54|4.803|4.898|4.909|4.895|0.28|10.274|0.029
strncmp (GNU libc 2.34)|54|5.977|5.979|5.986|5.98|0.026|8.411|0.002
strncmp (Arm OR 23.01)|54|6.968|7.05|7.548|7.071|1.225|7.114|0.084
strncmp (LI-PaRAD)|55|4.705|4.898|4.938|4.89|0.706|10.476|0.076
strncmp (GNU libc 2.34)|55|5.981|5.984|5.999|5.984|0.038|8.56|0.003
strncmp (Arm OR 23.01)|55|6.97|7.047|7.546|7.057|0.89|7.259|0.062
strncmp (LI-PaRAD)|56|4.698|4.84|5.13|4.87|1.598|10.712|0.169
strncmp (GNU libc 2.34)|56|5.849|5.852|5.86|5.852|0.022|8.912|0.002
strncmp (Arm OR 23.01)|56|7.094|7.125|7.435|7.136|0.716|7.309|0.051
strncmp (LI-PaRAD)|57|4.767|4.846|5.14|4.891|1.766|10.856|0.188
strncmp (GNU libc 2.34)|57|6.557|6.56|6.57|6.561|0.042|8.091|0.003
strncmp (Arm OR 23.01)|57|7.093|7.127|7.546|7.133|0.75|7.443|0.054
strncmp (LI-PaRAD)|58|4.767|4.859|5.122|4.893|1.567|11.042|0.17
strncmp (GNU libc 2.34)|58|6.557|6.56|6.638|6.563|0.162|8.23|0.013
strncmp (Arm OR 23.01)|58|7.071|7.132|7.548|7.146|1.286|7.56|0.094
strncmp (LI-PaRAD)|59|4.767|4.848|5.143|4.889|1.701|11.242|0.187
strncmp (GNU libc 2.34)|59|6.557|6.561|6.569|6.562|0.031|8.374|0.003
strncmp (Arm OR 23.01)|59|7.036|7.125|7.546|7.137|1.066|7.7|0.079
strncmp (LI-PaRAD)|60|4.765|4.839|5.119|4.869|1.377|11.478|0.155
strncmp (GNU libc 2.34)|60|6.558|6.561|6.57|6.561|0.025|8.517|0.002
strncmp (Arm OR 23.01)|60|7.092|7.126|7.574|7.158|1.592|7.809|0.119
strncmp (LI-PaRAD)|61|4.768|4.842|5.138|4.875|1.661|11.656|0.188
strncmp (GNU libc 2.34)|61|6.557|6.56|6.565|6.56|0.027|8.66|0.002
strncmp (Arm OR 23.01)|61|7.089|7.135|7.548|7.157|1.409|7.939|0.108
strncmp (LI-PaRAD)|62|4.768|4.838|5.121|4.881|1.615|11.832|0.187
strncmp (GNU libc 2.34)|62|6.555|6.56|6.632|6.561|0.148|8.8|0.013
strncmp (Arm OR 23.01)|62|7.092|7.129|7.546|7.154|1.409|8.073|0.11
strncmp (LI-PaRAD)|63|4.766|4.849|5.082|4.883|1.531|12.019|0.181
strncmp (GNU libc 2.34)|63|6.556|6.56|6.57|6.56|0.04|8.944|0.004
strncmp (Arm OR 23.01)|63|7.089|7.131|7.855|7.155|1.659|8.202|0.128
strncmp (LI-PaRAD)|64|4.765|4.848|5.134|4.877|1.407|12.225|0.168
strncmp (GNU libc 2.34)|64|6.556|6.56|6.579|6.56|0.042|9.086|0.004
strncmp (Arm OR 23.01)|64|7.037|7.128|7.545|7.155|1.516|8.332|0.122
strncmp (LI-PaRAD)|65|5.851|6.033|6.059|6.019|0.669|10.057|0.068
strncmp (GNU libc 2.34)|65|7.316|7.404|7.563|7.398|0.503|8.183|0.041
strncmp (Arm OR 23.01)|65|8.225|8.622|9.098|8.625|1.757|7.02|0.122
strncmp (LI-PaRAD)|66|5.853|6.038|6.069|6.023|0.721|10.206|0.075
strncmp (GNU libc 2.34)|66|7.332|7.391|7.727|7.397|0.778|8.311|0.063
strncmp (Arm OR 23.01)|66|8.452|8.648|8.95|8.636|1.253|7.119|0.089
strncmp (LI-PaRAD)|67|5.847|6.036|6.06|6.02|0.772|10.367|0.081
strncmp (GNU libc 2.34)|67|7.297|7.347|7.453|7.367|0.48|8.471|0.04
strncmp (Arm OR 23.01)|67|8.453|8.632|8.84|8.618|0.899|7.241|0.065
strncmp (LI-PaRAD)|68|5.88|6.035|6.065|6.022|0.667|10.517|0.071
strncmp (GNU libc 2.34)|68|7.328|7.344|7.663|7.37|0.68|8.594|0.057
strncmp (Arm OR 23.01)|68|8.452|8.673|9.551|8.666|2.212|7.311|0.155
strncmp (LI-PaRAD)|69|5.853|6.034|6.073|6.025|0.573|10.665|0.062
strncmp (GNU libc 2.34)|69|7.298|7.343|7.457|7.359|0.476|8.732|0.041
strncmp (Arm OR 23.01)|69|8.444|8.646|9.941|8.656|2.33|7.428|0.161
strncmp (LI-PaRAD)|70|5.849|6.032|6.063|6.018|0.727|10.834|0.08
strncmp (GNU libc 2.34)|70|7.328|7.352|7.457|7.371|0.494|8.845|0.044
strncmp (Arm OR 23.01)|70|8.603|8.806|9.86|8.84|2.209|7.378|0.154
strncmp (LI-PaRAD)|71|5.847|6.032|6.068|6.017|0.789|10.99|0.088
strncmp (GNU libc 2.34)|71|7.333|7.341|7.512|7.367|0.556|8.976|0.05
strncmp (Arm OR 23.01)|71|8.414|8.625|9.731|8.621|1.677|7.672|0.121
